# time totalContactTime
809.6000 25789.0000
810.6000 25821.1000
811.6000 25849.8000
812.6000 25878.8000
813.6000 25908.8000
814.6000 25938.6000
815.6000 25967.6000
816.6000 25998.5000
817.6000 26029.0000
818.6000 26057.7000
819.6000 26086.5000
820.6000 26118.1000
821.6000 26149.4000
822.6000 26179.8000
823.6000 26209.8000
824.6000 26241.0000
825.6000 26272.8000
826.6000 26302.8000
827.6000 26331.4000
828.6000 26360.6000
829.6000 26390.4000
830.6000 26421.8000
831.6000 26452.3000
832.6000 26482.7000
833.6000 26513.4000
834.6000 26544.2000
835.6000 26574.7000
836.6000 26603.0000
837.6000 26631.2000
838.6000 26659.2000
839.6000 26688.6000
840.6000 26717.8000
841.6000 26748.3000
842.6000 26779.4000
843.6000 26810.7000
844.6000 26840.2000
845.6000 26868.6000
846.6000 26896.3000
847.6000 26925.2000
848.6000 26953.7000
849.6000 26981.4000
850.6000 27008.7000
851.6000 27037.6000
852.6000 27065.6000
853.6000 27092.5000
854.6000 27119.3000
855.6000 27145.5000
856.6000 27172.3000
857.6000 27199.3000
858.6000 27226.5000
859.6000 27252.8000
860.6000 27279.6000
861.6000 27306.6000
862.6000 27333.6000
863.6000 27360.6000
864.6000 27387.6000
865.6000 27412.9000
866.6000 27438.9000
867.6000 27465.9000
868.6000 27495.0000
869.6000 27526.5000
870.6000 27557.7000
871.6000 27588.3000
872.6000 27617.3000
873.6000 27647.6000
874.6000 27679.0000
875.6000 27710.0000
876.6000 27741.4000
877.6000 27771.3000
878.6000 27804.2000
879.6000 27838.8000
880.6000 27873.8000
881.6000 27907.8000
882.6000 27942.1000
883.6000 27976.2000
884.6000 28011.3000
885.6000 28047.3000
886.6000 28084.6000
887.6000 28119.2000
888.6000 28154.9000
889.6000 28191.4000
890.6000 28227.3000
891.6000 28262.5000
892.6000 28300.1000
893.6000 28338.7000
894.6000 28380.7000
895.6000 28420.8000
896.6000 28457.7000
897.6000 28496.3000
898.6000 28535.6000
899.6000 28574.0000
900.6000 28612.5000
901.6000 28650.5000
902.6000 28689.3000
903.6000 28730.2000
904.6000 28773.9000
905.6000 28816.5000
906.6000 28860.9000
907.6000 28906.4000
908.6000 28949.3000
909.6000 28990.7000
910.6000 29031.5000
911.6000 29074.4000
912.6000 29117.3000
913.6000 29160.6000
914.6000 29203.6000
915.6000 29246.9000
916.6000 29289.0000
917.6000 29333.1000
918.6000 29378.1000
919.6000 29422.1000
920.6000 29466.5000
921.6000 29509.3000
922.6000 29551.0000
923.6000 29592.8000
924.6000 29633.1000
925.6000 29674.1000
926.6000 29717.1000
927.6000 29760.5000
928.6000 29802.0000
929.6000 29843.8000
930.6000 29883.2000
931.6000 29921.8000
932.6000 29961.1000
933.6000 29997.9000
934.6000 30032.2000
935.6000 30066.5000
936.6000 30100.4000
937.6000 30135.2000
938.6000 30169.2000
939.6000 30202.2000
940.6000 30233.8000
941.6000 30264.8000
942.6000 30294.9000
943.6000 30324.3000
944.6000 30353.7000
945.6000 30385.2000
946.6000 30420.5000
947.6000 30455.1000
948.6000 30490.0000
949.6000 30524.1000
950.6000 30557.2000
951.6000 30588.8000
952.6000 30618.8000
953.6000 30649.4000
954.6000 30680.4000
955.6000 30710.9000
956.6000 30741.4000
957.6000 30774.2000
958.6000 30808.5000
959.6000 30841.8000
960.6000 30875.8000
961.6000 30909.5000
962.6000 30943.4000
963.6000 30979.1000
964.6000 31012.4000
965.6000 31045.0000
966.6000 31077.1000
967.6000 31110.8000
968.6000 31143.4000
969.6000 31174.2000
970.6000 31202.6000
971.6000 31230.7000
972.6000 31258.8000
973.6000 31288.5000
974.6000 31315.9000
975.6000 31341.6000
976.6000 31367.6000
977.6000 31393.9000
978.6000 31422.2000
979.6000 31451.2000
980.6000 31479.9000
981.6000 31507.2000
982.6000 31531.4000
983.6000 31554.0000
984.6000 31576.5000
985.6000 31600.4000
986.6000 31624.5000
987.6000 31650.3000
988.6000 31676.8000
989.6000 31704.4000
990.6000 31731.4000
991.6000 31757.5000
992.6000 31783.5000
993.6000 31810.4000
994.6000 31838.7000
995.6000 31867.9000
996.6000 31895.2000
997.6000 31922.3000
998.6000 31949.3000
999.6000 31977.5000
1000.6000 32005.6000
1001.6000 32035.9000
1002.6000 32067.9000
1003.6000 32100.8000
1004.6000 32133.2000
1005.6000 32165.8000
1006.6000 32198.5000
1007.6000 32231.2000
1008.6000 32262.5000
1009.6000 32294.1000
1010.6000 32326.1000
1011.6000 32357.3000
1012.6000 32386.4000
1013.6000 32415.4000
1014.6000 32444.4000
1015.6000 32472.9000
1016.6000 32500.6000
1017.6000 32527.9000
1018.6000 32554.2000
1019.6000 32580.2000
1020.6000 32605.5000
1021.6000 32629.0000
1022.6000 32652.4000
1023.6000 32677.9000
1024.7000 32705.5000
1025.8000 32731.2000
1026.9000 32757.2000
1028.0000 32784.0000
1029.1000 32811.5000
1030.2000 32839.1000
1031.3000 32865.5000
1032.4000 32890.9000
1033.5000 32916.3000
1034.6000 32942.1000
1035.7000 32968.6000
1036.8000 32998.4000
1037.9000 33029.3000
1039.0000 33062.0000
1040.1000 33098.2000
1041.2000 33135.8000
1042.3000 33171.4000
1043.4000 33205.9000
1044.5000 33236.8000
1045.6000 33268.3000
1046.7000 33301.6000
1047.8000 33334.0000
1048.9000 33366.4000
1050.0000 33399.9000
1051.1000 33434.7000
1052.2000 33471.2000
1053.3000 33507.9000
1054.4000 33543.0000
1055.5000 33577.1000
1056.6000 33608.5000
1057.7000 33639.2000
1058.8000 33668.4000
1059.9000 33696.0000
1061.0000 33723.7000
1062.1000 33751.7000
1063.2000 33781.7000
1064.3000 33811.9000
1065.4000 33840.5000
1066.5000 33869.4000
1067.6000 33898.8000
1068.7000 33928.6000
1069.8000 33959.1000
1070.9000 33990.0000
1072.0000 34019.4000
1073.1000 34049.6000
1074.2000 34080.4000
1075.3000 34109.3000
1076.4000 34136.4000
1077.5000 34164.4000
1078.6000 34194.6000
1079.7000 34224.9000
1080.8000 34254.6000
1081.9000 34285.2000
1083.0000 34313.7000
1084.1000 34338.7000
1085.2000 34362.0000
1086.3000 34390.8000
1087.4000 34422.1000
1088.5000 34452.1000
1089.6000 34480.0000
1090.7000 34507.3000
1091.8000 34535.8000
1092.9000 34566.0000
1094.0000 34596.5000
1095.1000 34626.8000
1096.2000 34656.5000
1097.3000 34682.7000
1098.4000 34707.9000
1099.5000 34736.0000
1100.6000 34762.9000
1101.7000 34788.3000
1102.8000 34812.2000
1103.9000 34837.1000
1105.0000 34862.0000
1106.1000 34888.1000
1107.2000 34913.6000
1108.3000 34939.2000
1109.4000 34966.3000
1110.5000 34992.3000
1111.6000 35017.0000
1112.7000 35043.4000
1113.8000 35070.2000
1114.9000 35096.7000
1116.0000 35124.1000
1117.1000 35151.3000
1118.2000 35178.9000
1119.3000 35207.2000
1120.4000 35235.5000
1121.5000 35262.0000
1122.6000 35288.0000
1123.7000 35315.2000
